CompName,Expt,Mannhold_LogP,Atomic_Polarizabilities,Aromatic_Atoms_Count,Aromatic_Bonds_Count,Element_Count,Bond_Polarizabilities,Bond_Count,Eccentric_Connectivity_Index,Fragment_Complexity,VABC_Volume_Descriptor,Hydrogen_Bond_Acceptors,Hydrogen_Bond_Donors,Largest_Chain,Largest_Pi_Chain,Petitjean_Number,Rotatable_Bonds_Count,Lipinski's_Rule_of_Five,Topological_Polar_Surface_Area,Vertex_adjacency_information_magnitude,Molecular_Weight,XLogP,Zagreb_Index,Formal_Charge,Formal_Charge_(pos),Formal_Charge_(neg),Heavy_Atoms_Count,Molar_Mass,SP3_Character
train742,1,2.89,56.7757,12,12,48,33.7643,29,496,1798.07,344.647,3,0,7,15,0.4545,11,0,48.85,5.858,394.1327,4.611,142,0,0,0,27,394.4556,0.1458
train743,1,3.33,70.4728,0,0,63,42.0252,37,742,3433.08,433.1607,7,1,6,6,0.5,10,0,102.26,6.2095,459.2057,1.735,198,0,0,0,33,459.5082,0.2698
train744,1,2.67,61.168,12,12,53,38.77,31,721,2213.09,369.8793,6,2,4,14,0.4667,10,0,110.11,5.9542,421.1472,2.068,150,0,0,0,29,421.4875,0.1321
train745,1,3.22,70.504,0,0,61,39.494,36,635,3233.08,431.7728,5,1,4,6,0.5,10,0,72.83,6.1699,486.1376,2.601,198,0,0,0,32,487.3892,0.2951
train746,1,3.11,60.864,0,0,56,34.822,30,511,2779.06,364.4556,5,3,4,4,0.5,8,0,94.83,5.9069,380.1999,0.373,162,0,0,0,27,380.4512,0.3036
train747,1,3.22,66.5196,0,0,61,39.8824,33,658,3226.07,405.2014,6,2,6,4,0.5,10,0,100.9,6.0444,422.2105,0.684,176,0,0,0,30,422.4879,0.2951
train748,1,2.67,50.4461,11,11,42,30.1939,26,396,1519.06,284.1072,4,1,0,15,0.5,4,0,59.11,5.7004,330.1314,2.914,128,0,0,0,23,330.4247,0.1429
train749,1,3.33,75.159,0,0,69,49.155,39,744,4139.09,459.5906,7,1,5,6,0.4615,13,0,91.29,6.2854,496.2273,1.722,212,0,0,0,35,496.5418,0.2899
train750,1,3.33,73.8254,0,0,67,46.0106,39,786,3851.09,456.9542,7,1,6,6,0.5,12,0,99.13,6.2854,494.2116,1.893,212,0,0,0,35,494.5259,0.2836
train751,1,3.66,73.6648,0,0,67,44.2552,35,796,3908.06,445.6626,5,1,8,6,0.5,12,0,80.67,6.1293,446.2469,4.495,180,0,0,0,32,446.5525,0.2836
train752,1,3.88,79.8519,0,0,73,48.6281,37,964,4654.06,480.2546,5,1,10,6,0.5,14,1,80.67,6.2095,474.2782,5.098,188,0,0,0,34,474.6057,0.2877
train753,1,1.9,25.1421,6,6,21,17.5179,12,124,309.04,157.9155,2,0,4,9,0.4286,4,0,42.52,4.585,188.0307,2.062,58,0,0,0,12,188.2207,0.0952
train754,1,3.44,67.4776,0,0,61,39.8824,33,572,3226.06,411.0707,5,1,3,6,0.5,10,0,80.67,6.0444,418.2156,2.693,178,0,0,0,30,418.4993,0.2787
train755,1,2.78,45.4953,12,12,40,25.8627,23,398,1219.05,278.2462,1,1,6,7,0.4545,11,0,21.26,5.5236,309.134,4.647,108,0,0,0,22,309.3268,0.125
train756,1,3.22,64.7228,12,12,55,37.1792,33,782,2494.07,384.1785,3,1,3,14,0.4667,10,0,52.01,6.0444,434.164,4.423,160,0,0,0,30,434.5196,0.1636
train757,1,2.12,44.1821,6,6,41,29.2979,23,459,1302.08,275.5214,5,2,5,7,0.4615,8,0,61.6,5.5236,316.1511,1.541,110,0,0,0,22,316.3226,0.1707
train758,1,3.99,76.9266,18,18,66,41.8734,39,1043,3710.06,443.2088,4,1,4,7,0.4706,9,1,35.58,6.2854,475.2435,6.206,188,0,0,0,35,475.5738,0.1515
train759,1,2.56,42.7025,12,12,34,18.9995,24,305,834.06,266.1838,4,1,0,17,0.5,5,0,52.9,5.585,318.0571,3.147,118,0,0,0,22,318.7306,0.0588
train760,1,2.34,45.8777,6,6,43,29.7383,22,398,1387.07,291.9706,2,1,12,9,0.5,15,0,56.84,5.4594,318.1555,3.242,100,0,0,0,22,318.3352,0.186
train761,1,2.12,58.6211,16,17,51,29.8829,34,986,1817.13,379.0284,11,6,8,12,0.4737,12,2,213.28,6.0875,441.1397,-1.884,162,0,0,0,32,441.3982,0.0784
train762,1,3.55,85.5311,0,0,77,53.7029,43,1035,5079.1,526.7759,8,1,6,7,0.4706,16,1,108.36,6.4263,568.2239,2.201,228,0,0,0,39,569.0597,0.2857
train763,1,2.45,42.0759,12,12,34,24.4741,20,244,883.05,245.1333,4,2,6,14,0.5,5,0,82,5.3219,274.0871,1.553,94,0,0,0,19,274.2554,0.0294
train764,1,1.24,16.7856,0,0,15,18.0064,8,49,169.05,103.0761,4,2,3,4,0.5,4,0,79.87,4,138.0082,-1.578,42,0,0,0,8,138.0592,0.2
train765,1,2.34,48.0019,12,12,39,29.3921,26,359,1129.08,291.1031,7,3,3,6,0.4444,6,0,116.75,5.7004,346.0719,0.91,130,0,0,0,24,346.2751,0.0513
train766,1,2.89,60.3024,12,12,51,36.8376,32,653,2104.08,360.5833,4,0,4,15,0.4615,8,0,52.09,6,421.1436,3.408,158,0,0,0,29,421.481,0.1569
train767,1,2.89,64.198,12,12,55,39.024,34,801,2434.09,386.6695,5,1,4,15,0.4667,10,0,72.32,6.0875,451.1541,2.699,166,0,0,0,31,451.507,0.1636
train768,1,2.34,59.8626,6,6,52,37.5374,27,574,2159.09,361.1688,7,2,8,7,0.5,13,0,152.17,5.7549,398.1446,0.292,124,0,0,0,26,398.5462,0.1923
train769,1,1.68,19.6983,5,5,18,11.3217,11,83,271.04,111.0205,1,2,0,6,0.4,1,0,58.29,4.4594,140.0586,-0.006,52,0,0,0,10,140.1402,0.1667
train770,1,3.66,64.3285,0,0,60,40.3135,27,437,3417.02,354.5863,2,1,3,1,0.4545,6,1,37.3,5.7549,332.2715,6.515,144,0,0,0,24,332.5209,0.35
train771,1,3.44,56.439,6,6,51,33.683,25,354,2454.02,306.0279,1,1,2,7,0.5,7,0,23.47,5.6439,299.2249,4.195,130,0,0,0,22,299.4511,0.2745
train772,1,2.78,59.881,6,6,55,42.199,28,700,2599.07,348.5928,7,0,4,7,0.5,8,0,69.64,5.8074,359.2321,1.579,134,0,0,0,26,359.4666,0.2364
train773,1,2.89,48.9995,12,12,40,24.1565,25,374,1258.05,294.7082,2,0,2,18,0.5,7,0,43.18,5.6439,328.0979,4.752,120,0,0,0,23,328.7934,0.1
train774,1,3.33,70.3244,0,0,63,42.3536,35,618,3559.07,419.1982,5,1,4,4,0.5,9,0,72.83,6.1293,454.1922,2.03,192,0,0,0,31,454.9601,0.3175
train775,1,4.21,88.1415,12,12,78,52.2565,39,1291,5068.06,523.417,4,0,11,8,0.4783,19,3,46.61,6.2854,529.2759,8.996,180,0,0,0,37,530.1146,0.2179
train776,1,3.11,73.115,0,0,64,43.063,38,771,3299.1,468.6618,7,1,6,6,0.5,14,1,106.97,6.2479,558.1065,2.574,202,0,0,0,35,559.3948,0.2656
train777,1,2.23,30.3059,0,0,28,18.6121,13,119,628.03,189.8277,3,1,3,4,0.5,3,0,52.32,4.7004,181.1103,1.611,60,0,0,0,13,181.232,0.25
train778,1,2.78,45.6687,6,6,41,27.8113,22,376,1469.04,264.1444,4,1,4,6,0.4545,6,0,49.77,5.4594,275.1521,1.755,106,0,0,0,20,275.3434,0.2195
train779,1,3.66,67.0126,12,12,59,39.8294,31,695,3088.04,375.7596,4,1,3,15,0.5,7,0,29.95,5.9542,377.2467,3.61,144,0,0,0,28,377.5233,0.1695
train780,1,3.66,80.7705,0,0,75,51.5915,37,916,4962.07,479.3145,7,2,9,4,0.4706,14,0,104.14,6.2095,475.2934,1.235,190,0,0,0,34,475.6186,0.2933
train781,1,3.55,75.3785,0,0,69,47.0195,36,731,4128.07,457.1755,7,1,6,4,0.5,12,0,106.97,6.1699,460.2461,1.857,186,0,0,0,33,460.5608,0.2899
train782,1,3.66,75.9101,0,0,70,46.3319,35,745,4337.06,451.0217,6,2,6,4,0.4667,12,0,100.9,6.1293,446.2668,2.255,180,0,0,0,32,446.5773,0.3
train783,1,2.78,48.2307,6,6,43,26.8533,26,300,1747.05,268.1542,3,3,0,8,0.5,4,0,73.16,5.7004,303.1471,-0.166,140,0,0,0,22,303.3536,0.2558
train784,1,1.9,26.6071,0,0,24,16.8929,9,55,439.03,166.0625,2,1,5,3,0.5,7,0,43.09,4.1699,207.0259,1.274,44,0,0,0,10,208.096,0.25
train785,1,2.56,38.2531,6,6,35,23.3469,17,215,1056.03,218.4592,2,2,0,7,0.5,5,0,41.49,5.0875,221.1416,2.156,80,0,0,0,16,221.296,0.2
train786,1,2.67,41.2415,6,6,36,25.3545,21,367,1102.04,244.212,2,0,4,13,0.4545,2,0,38.77,5.3923,259.1208,2.194,98,0,0,0,19,259.3009,0.1667
train787,1,3.33,76.7194,12,12,65,48.5406,37,1016,3705.08,436.4127,6,0,3,13,0.4706,9,0,58.57,6.2095,485.2016,3.78,178,0,0,0,33,486.0744,0.1846
train788,1,3.22,52.445,12,12,46,30.495,24,348,1842.03,293.2758,1,0,5,13,0.4444,6,0,20.31,5.585,296.1889,3.306,116,0,0,0,22,296.4074,0.1522
train789,1,2.89,43.6219,12,12,34,17.8981,21,291,954.03,252.023,1,1,2,6,0.4444,5,0,12.03,5.3923,291.0582,4.575,102,0,0,0,19,292.2035,0.1176
train790,1,2.67,38.6795,6,6,34,23.0765,19,279,1024.03,220.7622,2,1,2,9,0.4444,3,0,30.49,5.2479,231.1259,1.945,88,0,0,0,17,231.2908,0.1765
train791,1,3.44,48.5427,12,12,41,24.9373,22,269,1469.01,270.8523,1,0,4,8,0.5,6,0,3.24,5.4594,263.1674,4.944,106,0,0,0,20,263.3774,0.122
train792,1,2.12,35.3459,6,6,31,19.6921,16,269,721.05,219.795,3,2,7,7,0.4545,8,0,50.36,5,242.0822,2.99,72,0,0,0,16,242.7024,0.129
train793,1,2.23,34.6923,11,11,30,17.0857,18,310,689.05,204.3473,3,2,5,9,0.4545,5,0,67.16,5.1699,231.1008,2.389,82,0,0,0,17,231.251,0.0667
train794,1,3.11,59.5304,0,0,54,32.6356,30,511,2547.06,361.8192,5,3,4,6,0.5,8,0,94.83,5.9069,378.1843,0.841,162,0,0,0,27,378.4353,0.2778
train795,1,3.33,55.5386,10,11,49,32.3194,25,471,2095.03,310.5718,2,1,3,11,0.5,7,0,34.15,5.6439,310.2045,4.293,116,0,0,0,23,310.434,0.1837
train796,1,3.11,49.7202,6,6,44,28.0818,24,339,1789.03,277.5897,2,1,0,9,0.5,5,0,40.54,5.585,285.1729,2.79,124,0,0,0,21,285.3814,0.25
train797,1,3,53.3215,12,12,43,26.7965,29,362,1466.06,323.0975,5,0,0,9,0.5,4,0,49.85,5.858,368.0928,3.147,146,0,0,0,26,368.8143,0.093
train798,1,2.78,43.1067,6,6,39,25.8953,19,227,1294.03,250.4147,2,1,4,7,0.5,6,0,40.54,5.2479,247.1572,1.998,92,0,0,0,18,247.3333,0.2051
train799,1,2.89,39.9011,12,12,33,17.2209,20,304,814.03,244.0583,3,1,4,14,0.5,6,0,54.37,5.3219,254.0943,3.217,94,0,0,0,19,254.2812,0.0606
train800,1,1.68,30.3676,12,12,23,9.8124,17,207,336.07,187.2946,5,2,0,14,0.5,5,0,90.71,5.0875,255.0079,1.994,82,0,0,0,16,256.0916,0
train801,1,3.33,57.8742,12,12,50,31.4458,29,789,2002.05,349.8194,3,0,5,8,0.5,9,0,37.38,5.858,371.1697,4.157,136,0,0,0,27,371.4211,0.16
train802,1,2.34,49.1827,11,11,43,31.9573,24,556,1563.07,277.1362,5,0,4,7,0.4667,7,0,50.08,5.585,320.1516,2.109,110,0,0,0,22,320.821,0.186
train803,1,3.33,52.0118,6,6,46,29.3102,24,332,1981.02,286.0955,1,1,3,7,0.5,3,0,23.47,5.585,283.1936,3.906,120,0,0,0,21,283.4086,0.2391
train804,1,3.11,57.7386,9,10,51,34.6614,28,487,2316.05,320.2088,4,2,5,11,0.4545,6,0,51.37,5.8074,338.2107,2.552,138,0,0,0,25,338.4474,0.1765
train805,1,3.88,68.9454,18,18,57,34.8546,33,799,2730.04,395.7565,3,0,7,13,0.4667,9,1,23.55,6.0444,418.1812,6.013,156,0,0,0,30,418.9593,0.1228
train806,1,2.23,39.9051,12,12,30,14.9369,23,290,604.07,251.7321,5,2,0,17,0.5,4,0,74.58,5.5236,321.0072,2.821,112,0,0,0,21,322.1466,0.0333
train807,1,2.89,65.6687,12,12,54,34.1713,37,830,2308.1,401.3431,6,0,3,25,0.4667,5,0,97.33,6.2095,464.1364,2.974,182,0,0,0,33,464.9051,0.1111
train808,1,2.56,44.3255,12,12,34,18.2165,24,305,834.06,275.3273,4,1,0,17,0.5,5,0,52.9,5.585,334.0276,3.608,118,0,0,0,22,335.1852,0.0588
train809,1,2.89,61.4676,11,11,55,39.2924,33,827,2669.08,348.194,4,0,3,7,0.5,8,1,37.19,6.0444,405.214,5.161,164,0,0,0,29,405.4606,0.2364
train810,1,2.56,53.0815,12,12,43,24.2785,27,528,1286.08,339.4262,6,2,8,17,0.4615,10,0,92.5,5.7549,393.0647,2.284,128,0,0,0,26,394.2524,0.0698
train811,1,2.23,33.8427,6,6,28,17.2353,18,223,569.05,217.685,4,1,2,6,0.5,6,0,55.76,5.1699,254.0346,2.044,86,0,0,0,17,254.6667,0.1071
train812,1,2.89,49.9643,12,12,41,27.2937,26,395,1430.05,287.1947,3,0,0,16,0.5,3,0,28.07,5.7004,327.1138,3.754,126,0,0,0,23,327.8086,0.122
train813,1,3.22,57.5169,17,17,48,29.9011,31,615,1845.06,337.216,4,1,4,15,0.4615,6,0,57.84,5.9542,377.154,3.923,148,0,0,0,28,377.4123,0.0833
train814,1,2.78,42.0103,12,12,33,17.9317,23,314,916.04,241.606,3,1,0,9,0.4444,3,0,35.83,5.5236,284.0716,3.774,116,0,0,0,20,284.7408,0.0909
train815,1,3.66,76.5061,0,0,70,47.4179,36,829,4484.06,443.0784,6,2,3,6,0.5,8,0,81.08,6.1699,442.2832,0.797,188,0,0,0,32,442.5919,0.2857
train816,1,2.12,24.2815,6,6,22,11.7985,10,90,394.02,137.752,2,2,4,6,0.5,4,0,38.05,4.3219,136.1,1.446,44,0,0,0,10,136.1946,0.0909
train817,1,1.9,36.3439,0,0,36,26.2921,15,179,985.06,233.3978,6,2,9,4,0.5,11,0,104.64,4.9069,232.1423,1.212,70,0,0,0,16,232.2772,0.2222
train818,1,2.45,44.0475,12,12,35,17.7325,25,348,863.07,277.2667,3,1,3,20,0.4444,4,0,87.28,5.6439,329.0567,3.302,122,0,0,0,23,329.7383,0.0571
train819,1,2.67,38.9167,16,17,30,16.7033,21,283,682.04,234.03,1,0,0,17,0.4444,3,0,34.89,5.3923,270.056,4.1,102,0,0,0,19,270.7141,0.0333
train820,1,3.88,88.6437,0,0,78,52.2323,41,936,5155.08,545.3549,6,0,8,6,0.5,17,2,86.74,6.3576,566.2202,5.281,212,0,0,0,38,567.542,0.2821
train821,1,2.89,42.5419,12,12,34,20.1181,21,264,954.03,245.1722,2,0,0,15,0.5,3,0,15.6,5.3923,270.0924,4.525,100,0,0,0,19,270.7572,0.0882
train822,1,3.33,60.1718,0,0,55,34.7122,28,444,2764.04,349.5978,4,2,3,4,0.4545,6,0,74.6,5.8074,346.2144,2.98,148,0,0,0,25,346.4613,0.3091
train823,1,2.56,47.009,6,6,44,33.667,20,426,1556.05,282.5581,3,1,9,8,0.5,12,0,50.8,5.3219,280.1787,1.723,88,0,0,0,20,280.3632,0.1818
train824,1,3.66,54.7298,12,12,47,29.3102,24,349,1939.01,305.4443,1,0,5,14,0.4444,7,1,3.24,5.585,291.1987,5.892,118,0,0,0,22,291.4307,0.1489
train825,1,2.67,36.2227,0,0,34,22.2973,15,105,1140.01,190.0357,1,1,0,0,0.25,3,0,26.02,4.9069,179.1674,3.524,84,0,0,0,13,179.3023,0.3529
train826,1,3.11,54.3802,12,12,46,31.3198,25,373,1798.04,309.5783,2,1,5,7,0.5,9,0,58,5.6439,329.1449,3.534,122,0,0,0,23,329.4582,0.1522
train827,1,3.33,54.9694,12,12,45,30.2906,27,392,1895.03,295.5776,2,0,0,13,0.4444,2,0,31.78,5.7549,322.1504,4.703,132,0,0,0,23,322.4689,0.1778
train828,1,3.22,63.0986,12,12,52,39.0414,29,498,2375.05,352.5293,3,0,3,15,0.4545,6,0,68.06,5.858,386.1487,3.915,140,0,0,0,26,386.5769,0.1731
train829,1,2.67,57.9206,9,10,51,41.4994,28,465,2316.07,318.189,5,1,4,9,0.4545,7,0,65.96,5.8074,362.1776,1.302,144,0,0,0,25,362.4914,0.1961
train830,1,2.01,22.7851,6,6,20,11.4569,11,103,290.03,141.6993,2,2,3,10,0.5,3,0,49.33,4.4594,151.0633,0.87,50,0,0,0,11,151.1629,0.05
train831,1,2.34,33.1459,6,6,29,16.8181,14,132,659.03,200.438,2,2,4,6,0.5,8,0,40.46,4.8074,214.0761,2.214,72,0,0,0,14,214.689,0.1724
train832,1,2.45,28.7019,6,6,26,17.0581,11,118,566.01,161.3472,1,1,4,6,0.4286,5,0,12.03,4.4594,149.1204,2.152,48,0,0,0,11,149.2332,0.1538
train833,1,2.12,44.0599,0,0,38,28.5201,18,210,1138.06,272.4345,4,2,5,8,0.5,9,0,115.59,5.1699,288.0966,2.732,86,0,0,0,18,288.432,0.2368
train834,1,2.45,41.2483,0,0,37,25.1917,19,252,1027.05,270.8892,5,1,6,8,0.4444,6,0,66.48,5.2479,262.1317,1.779,92,0,0,0,19,262.3049,0.1892
train835,1,3,50.5222,6,6,45,29.0398,26,302,1939.04,276.66,2,2,0,8,0.5,4,0,52.93,5.7004,301.1678,1.161,140,0,0,0,22,301.3808,0.2667
train836,1,2.01,18.0299,0,0,17,10.9321,6,34,214.01,115.8497,1,1,5,2,0.5,4,0,20.23,3.585,98.0732,0.763,28,0,0,0,7,98.1432,0.2353
train837,1,3.44,74.847,0,0,68,42.917,37,912,3919.08,463.3293,8,3,9,6,0.4706,13,0,138.2,6.2095,474.2254,1.206,192,0,0,0,34,474.5444,0.2647
train838,1,3.11,53.6427,12,12,44,30.5173,26,395,1703.04,298.9984,3,0,0,15,0.5,3,0,44.14,5.7004,323.1456,4.283,126,0,0,0,23,323.4569,0.1364
train839,1,3.77,90.9545,18,18,77,56.6175,45,1525,4921.1,534.5466,5,0,5,13,0.4762,16,3,89.01,6.4919,597.2064,5.791,214,0,0,0,41,598.1548,0.1558
train840,1,3,68.2294,12,12,57,42.5306,33,735,2730.08,395.7661,6,1,3,16,0.5,7,0,117.39,6.0444,445.1494,3.01,162,0,0,0,30,445.6011,0.1579
train841,1,3,49.1887,6,6,43,27.8113,26,300,1747.04,274.0235,2,1,0,8,0.5,3,0,49.77,5.7004,299.1521,0.711,140,0,0,0,22,299.3649,0.2558
train842,1,3.22,53.6734,12,12,46,31.8426,27,414,1849.04,304.3691,2,0,2,17,0.5,4,0,24.94,5.7549,322.1681,3.905,130,0,0,0,24,322.4016,0.1304
train843,1,2.67,41.8375,9,10,36,25.7805,22,291,1179.04,225.3686,2,0,2,13,0.4444,3,0,29.76,5.4594,255.1372,3.823,110,0,0,0,19,255.3155,0.1667
train844,1,3.44,67.161,0,0,62,42.917,30,588,3340.05,402.7,5,1,5,4,0.4615,11,0,72.83,5.9069,390.2406,4.07,144,0,0,0,28,390.5139,0.2742
train845,1,2.78,50.5127,12,12,40,23.8453,27,333,1297.06,300.1992,4,1,0,9,0.5,4,0,41.57,5.7549,362.0589,3.596,136,0,0,0,24,363.2384,0.125
train846,1,1.9,41.9423,6,6,36,29.6377,19,258,1063.07,243.9939,5,1,2,8,0.4444,7,0,69.59,5.2479,287.0971,2.256,90,0,0,0,18,287.8136,0.1944
train847,1,3.22,47.2159,12,12,40,25.8241,23,280,1469.02,254.8331,2,0,0,7,0.375,1,0,6.48,5.5236,264.1626,3.54,112,0,0,0,20,264.3655,0.15
train848,1,2.67,52.7371,17,17,39,22.2009,27,502,1081.07,320.6512,2,0,4,6,0.5,10,1,27.05,5.7549,413.986,6.087,128,0,0,0,25,416.129,0.0769
train849,1,0.58,24.3044,0,0,25,19.0356,22,215,163.15,220.4364,3,2,3,3,0.5,17,0,50.41,5.4594,357.0135,4.21,126,0,0,0,22,357.0999,0.24
train850,1,2.01,26.4171,0,0,25,19.2009,11,120,515.03,160.0787,1,0,4,5,0.4286,4,0,24.83,4.4594,154.1106,0.77,48,0,0,0,11,154.2099,0.2
train851,1,2.78,49.7914,12,12,44,29.9266,24,512,1654.05,280.6773,5,1,3,13,0.5,6,0,50.28,5.585,298.1794,2.022,110,0,0,0,22,298.3834,0.1591
train852,1,3.77,76.1781,0,0,72,51.8619,32,559,4813.04,426.2612,4,1,3,1,0.5,11,0,49.77,6,405.3243,4.487,166,0,0,0,29,405.6148,0.3333
train853,1,3.55,67.8146,10,11,60,40.4254,33,665,3284.05,385.7298,3,1,3,14,0.4615,4,1,54.34,6.0444,393.2416,5.568,162,0,0,0,29,393.5227,0.2333
train854,1,2.67,42.0059,12,12,34,21.0741,20,248,883.04,250.1143,3,1,5,6,0.5,5,0,79.37,5.3219,273.0823,0.606,92,0,0,0,19,273.3517,0.0588
train855,1,3.55,76.6958,5,5,65,40.3422,39,797,3571.08,467.574,5,1,4,8,0.5,11,1,93.81,6.2854,520.1419,3.277,206,0,0,0,35,521.4304,0.2462
train856,1,3.33,51.643,12,12,45,28.877,23,332,1789.02,284.4856,2,1,5,13,0.4444,7,0,15.27,5.5236,280.1939,4.968,112,0,0,0,21,280.408,0.1556
train857,1,2.89,46.0951,6,6,40,24.6669,25,289,1516.04,256.7275,2,2,0,8,0.5,3,0,52.93,5.6439,285.1365,0.49,132,0,0,0,21,285.3383,0.225
train858,1,3.88,79.9998,12,12,69,46.2402,39,952,4354.06,446.4384,5,1,3,13,0.4667,5,0,38.82,6.2854,478.2499,4.801,192,0,0,0,34,479.0577,0.2174
train859,1,2.56,46.4299,12,12,39,23.8281,26,385,1129.07,288.1419,4,0,3,20,0.5,5,0,87.72,5.7004,325.1063,2.135,124,0,0,0,24,325.3194,0.0769
train860,1,2.67,50.5934,12,12,45,29.9266,25,563,1703.06,289.4676,5,2,3,14,0.4667,7,0,70.51,5.6439,314.1743,1.616,116,0,0,0,23,314.3828,0.1556
train861,1,5.09,105.1944,12,12,94,64.4396,48,1805,7995.05,594.9311,3,0,15,8,0.48,19,3,48,6.585,585.3818,9.773,230,0,0,0,43,585.8173,0.2447
train862,1,4.87,101.7796,6,6,94,66.8964,42,1107,7927.04,577.7752,2,0,8,12,0.5,18,3,38.77,6.3923,537.4182,10.008,202,0,0,0,39,537.8174,0.2766
train863,1,3.77,68.6505,6,6,63,42.2295,29,609,3523.03,391.5156,1,1,8,8,0.5,12,1,46.53,5.858,372.2664,6.801,146,0,0,0,27,372.5417,0.2698
train864,1,2.78,37.4035,15,16,30,17.3765,20,309,718.03,207.9189,2,0,3,12,0.5,3,0,34.89,5.3219,236.095,2.893,94,0,0,0,18,236.2691,0.0333
train865,1,4.1,76.8092,6,6,67,39.1948,39,754,4062.05,447.8745,4,2,4,6,0.4615,7,0,74.6,6.2854,464.2363,3.358,208,0,0,0,34,464.5694,0.2537
train866,1,3.22,57.9378,6,6,51,32.1842,30,476,2375.05,332.0652,3,2,4,8,0.4545,6,0,70,5.9069,355.1784,0.892,158,0,0,0,26,355.4283,0.2353
train867,1,3.11,54.8442,6,6,48,29.9978,30,432,2209.05,305.0492,3,2,0,8,0.5,4,0,70,5.9069,341.1627,0.429,160,0,0,0,25,341.4017,0.2708
train868,1,2.78,37.5087,10,11,32,19.4713,17,233,849.02,210.3621,2,1,5,10,0.4444,5,0,24.39,5.0875,212.1313,3.141,78,0,0,0,16,212.2908,0.0938
train869,1,2.78,37.5087,6,6,32,19.4713,18,251,916.02,211.5421,2,1,0,8,0.4444,2,0,24.39,5.1699,212.1313,2.261,84,0,0,0,16,212.2908,0.1563
train870,1,3.33,74.6214,17,17,65,46.1966,36,1103,3568.08,436.4139,3,0,3,7,0.5,12,0,55.53,6.1699,469.2245,4.849,168,0,0,0,33,470.0078,0.1692
train871,1,2.56,40.4463,6,6,36,24.2337,19,275,1063.04,241.479,4,1,3,9,0.4444,5,0,49.41,5.2479,246.1368,1.02,90,0,0,0,18,246.3055,0.1667
train872,1,2.56,46.1663,12,12,40,23.5737,23,542,1219.06,279.2551,6,3,9,10,0.4667,7,0,83.12,5.5236,298.143,1.591,102,0,0,0,22,298.3403,0.075
train873,1,3,57.6288,12,12,51,35.4312,28,727,2159.06,335.9964,5,1,6,9,0.4706,8,0,48.47,5.8074,356.2012,2.938,130,0,0,0,26,356.4379,0.1569
train874,1,3.99,85.9453,6,6,76,50.3907,44,1076,5079.08,511.1299,8,1,6,9,0.4706,10,1,112.02,6.4594,535.257,2.415,228,0,0,0,39,535.6292,0.25
train875,1,1.79,17.5628,6,6,15,8.1772,9,69,153.03,109.3138,3,1,3,9,0.4,1,0,55.98,4.1699,122.048,-0.343,40,0,0,0,9,122.1249,0
train876,1,2.34,29.1351,6,6,26,18.6049,13,124,597.02,159.9875,2,0,0,6,0.5,2,0,16.13,4.7004,162.1157,1.13,60,0,0,0,12,162.2319,0.1923
train877,1,3,46.6267,12,12,41,27.4493,21,300,1384.03,268.8337,1,1,6,8,0.4444,9,0,30.49,5.3923,271.1572,3.369,94,0,0,0,20,271.3548,0.122
train878,1,2.01,31.0671,11,11,26,12.3509,18,225,457.06,193.2051,2,2,3,17,0.5,4,0,108.83,5.1699,231.0644,2.177,86,0,0,0,17,231.2079,0
train879,1,4.1,73.5096,11,11,63,37.0724,37,861,3632.04,412.6649,2,1,2,13,0.5,5,1,38.05,6.2095,430.242,6.13,194,0,0,0,32,430.558,0.2381
train880,1,2.78,41.6519,12,12,33,19.6681,19,262,850.03,244.3052,2,1,5,14,0.4444,6,0,24.92,5.2479,302.0419,3.54,86,0,0,0,18,303.1971,0.0606
train881,1,1.24,7.0816,0,0,8,6.9984,5,24,19.04,67.4187,0,0,4,0,0.3333,5,0,0,3.3219,102.0093,2.263,24,0,0,0,6,102.031,0.25
train882,1,3,44.0647,6,6,39,23.6173,21,231,1458.02,236.844,1,2,0,7,0.4286,1,0,32.26,5.3923,243.1623,3.052,106,0,0,0,18,243.3446,0.2564
train883,1,3.44,48.5427,12,12,41,23.6173,22,314,1469.01,270.8523,1,1,5,14,0.4444,4,0,12.03,5.4594,263.1674,4.687,102,0,0,0,20,263.3774,0.122
train884,1,3,60.7702,12,12,53,39.5778,34,620,2379.08,359.559,3,0,2,11,0.5,8,0,75.69,6.0875,413.1475,2.495,170,0,0,0,30,413.4214,0.1698
train885,1,3.22,51.1114,12,12,44,27.9466,24,387,1654.03,290.6393,1,0,6,15,0.5,6,0,24.83,5.585,294.1732,4.591,112,0,0,0,22,294.3915,0.1364
train886,1,3.33,65.4708,19,21,56,36.6872,35,920,2670.07,383.9847,2,0,2,11,0.4706,7,0,63.64,6.1293,420.1962,4.022,172,0,0,0,31,420.4802,0.1607
train887,1,3.55,50.3027,12,12,42,23.6173,24,348,1605.01,275.7919,1,1,5,14,0.4444,4,0,12.03,5.585,275.1674,4.786,116,0,0,0,21,275.3882,0.1429
train888,1,1.46,26.8739,5,5,24,15.9081,14,152,394.07,173.0345,2,1,4,8,0.4286,7,0,83.87,4.8074,219.0411,0.659,66,0,0,0,14,219.6258,0.1667
train889,1,2.45,40.2153,6,6,37,27.1827,20,281,1102.05,245.1676,2,0,3,6,0.4444,8,0,12.47,5.3219,273.134,3.284,98,0,0,0,19,273.2946,0.2162
