CompName,Expt,SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumStereocenters,NumUnspecifiedStereocenters,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
train667,1,2.7808,98.4846,159.0776,74.6,376.468,376.205,4,2,2,2,4,0,5,27,56,8,8,4,0,3,4,0,0,0,0,3,4,0.7273,16.2432,10.0407,9.6682,8.4836,7.3619,10.0407,9.6682,8.4836,7.3619,-1.33,19.0068,5.835,2.2142,0,40.1592,9.5891,34.5016,46.4545,23.8012,0,0,0,4.3904,0,0,24.1925,0,0,34.5016,58.2272,6.6069,23.8012,0,0,11.5665,10.2131,9.5891,4.3904,0,0,25.4966,62.0099,17.2508,6.104,6.6069,17.2352,0,0,0,22,1,0,0,0,0,0,0,0,4,0,27,8,2,0,18,2,0,2,8,4,2,2,0,0,8,1,1,0,7,7,3,0,0,1,3,0,0,0,0,6,3
train668,1,2.61734,57.3097,84.0121,28.68,186.258,186.1157,2,1,2,1,1,0,2,14,28,0,0,2,2,0,0,1,0,0,1,0,0,0.25,8.5411,4.799,3.5964,2.6432,1.5861,4.799,3.5964,2.6432,1.5861,-1.57,9.0035,3.6607,1.6895,0,9.968,6.4208,13.8475,22.3843,30.7233,0,0,0,0,0,0,0,0,9.968,0,20.2683,0,53.1075,0,0,0,4.984,0,4.984,0,0,18.1991,30.5378,12.6177,12.0212,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,14,4,0,0,6,5,0,2,2,2,1,1,0,0,2,1,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0
train669,1,2.1461,60.649,88.0227,15.6,204.298,204.0721,2,0,1,0,3,0,3,14,26,1,1,3,1,1,2,0,1,2,1,0,0,0.3636,8.7046,5.9239,4.6947,3.7153,3.0048,4.9383,3.6326,2.7068,1.9604,-0.96,8.3567,3.3149,1.3196,0,28.9099,0,0,11.6053,35.3242,0,0,0,0,0,11.7619,0,0,4.8999,4.9924,6.0418,18.8424,35.8953,0,0,16.9295,4.8999,4.9924,0,0,0,42.0937,5.5635,18.8424,6.0418,0,5.1677,0,0,0,11,0,0,0,0,1,0,0,2,0,0,14,1,0,0,11,4,0,1,2,2,0,0,0,0,0,0,0,0,10,4,0,0,0,2,1,0,0,0,0,2,1
train670,1,1.0025,56.1937,83.4495,27.63,187.246,187.1109,3,1,1,1,3,0,3,14,27,1,1,3,1,1,2,0,1,2,1,0,0,0.3636,7.9798,5.049,3.7109,2.8824,2.1778,5.049,3.7109,2.8824,2.1778,-1.51,7.8535,3.0115,1.0863,5.3168,30.4937,0,0,11.6053,35.3242,0,0,0,0,0,0,0,0,10.2167,4.9924,6.0418,19.6343,35.8953,0,0,5.9596,10.2167,4.9924,0,0,0,30.3318,5.5635,13.0895,12.5866,0,5.9596,0,0,0,11,0,0,0,0,0,0,0,3,0,0,14,1,0,0,11,4,0,1,3,3,1,1,0,0,0,0,0,0,10,4,0,0,0,2,1,0,0,0,0,2,1
train671,1,3.4452,90.1307,137.1733,30.49,309.409,309.1729,3,1,3,1,3,0,3,23,46,2,2,4,2,2,2,0,2,2,2,0,0,0.4,13.2802,8.5461,6.3723,4.8731,3.6597,8.5461,6.3723,4.8731,3.6597,-1.68,14.8836,6.4394,2.8037,5.3168,25.2974,15.2608,0,30.3894,60.6637,0,0,0,0,0,0,9.4737,0,5.3168,0,37.1954,13.1516,71.7906,0,0,0,14.7905,0,0,0,0,67.0845,19.3864,17.1687,6.6069,6.104,0,5.7871,0,0,20,0,0,0,0,0,0,0,1,0,2,23,3,0,0,17,6,0,3,5,3,1,1,0,0,0,0,0,0,18,4,1,0,0,1,3,0,0,0,0,0,0
train672,1,3.1655,103.7766,169.1536,74.6,413.341,412.1208,4,2,2,2,4,0,6,27,53,7,7,4,0,3,4,0,0,0,0,3,4,0.7143,17.1855,10.496,10.349,9.9013,7.9709,9.6816,9.1967,8.3548,6.7392,-0.68,19.6284,5.9144,2.1885,0,44.2387,9.5891,22.6658,45.9516,23.8012,0,0,0,0,0,23.2019,19.8021,0,0,22.6658,61.8039,6.6069,23.8012,0,0,34.7684,10.2131,9.5891,0,0,23.2019,25.4966,56.092,10.83,10.2513,12.2079,11.5665,0,0,0,21,0,2,0,0,0,0,0,0,4,0,27,8,2,0,18,2,0,2,8,4,2,2,0,0,8,1,1,0,8,5,4,0,0,1,3,0,0,0,0,6,3
train673,1,3.0736,83.1352,129.5422,41.57,319.232,318.0902,4,1,7,1,3,1,6,20,40,0,0,1,1,0,0,0,0,0,1,0,0,0.5,13.5146,7.3215,5.0948,3.5641,2.4697,6.5656,4.2512,3.0651,1.8991,-0.97,17.0825,8.3465,4.5448,10.0537,44.0959,0,0,24.2055,12.1327,10.0453,0,0,0,5.7495,23.2019,9.5314,0,10.2167,0,13.8475,33.2888,27.7415,0,5.7495,29.1091,14.9536,4.7945,0,0,0,37.0494,25.2222,18.1121,17.6959,5.7495,0,0,5.9072,0,14,0,2,0,0,0,0,2,0,2,0,20,13,1,0,3,3,0,7,6,4,1,1,0,0,6,6,2,0,2,4,0,0,0,0,1,0,0,0,0,0,0
train674,1,2.742,104.751,176.7482,100.66,424.49,424.2097,8,0,8,0,8,0,8,30,62,5,5,3,0,2,3,0,1,2,0,1,1,0.7727,18.343,10.627,9.2534,5.7169,4.3796,10.627,9.2534,5.7169,4.3796,-2.09,22.592,8.957,4.9641,0,49.1167,38.0679,23.6716,53.8812,11.8352,0,0,0,0,0,0,38.0679,0,0,23.6716,71.8762,13.2138,11.8352,0,0,17.9079,23.6843,14.3836,0,0,0,27.6949,18.2566,31.2564,18.7869,18.3119,0,6.29,0,17.9079,22,0,0,0,0,0,0,0,0,6,2,30,16,3,0,12,1,0,8,16,8,0,0,0,0,8,6,5,0,5,5,1,1,0,1,1,0,0,0,0,3,1
train675,1,2.6864,147.5998,239.9155,180.79,578.663,578.2952,13,4,18,2,9,6,13,41,83,2,2,2,1,1,1,0,1,1,1,0,0,0.6071,24.043,13.9278,9.7137,6.7092,4.5761,13.9278,9.7137,6.7092,4.5761,-3.71,33.4962,16.5292,8.8875,11.4673,91.5567,33.9515,0,58.4388,30.3318,0,0,0,14.3836,0,0,42.9201,0,9.7998,11.4673,70.4982,39.517,35.8953,0,0,30.032,30.4148,19.3889,14.3836,0,0,63.9447,24.8259,13.2138,26.3033,12.2079,5.415,0,11.8144,18.2176,28,0,0,0,0,0,0,2,2,9,0,41,25,5,0,9,3,0,18,22,13,4,2,0,0,10,15,4,0,5,6,1,0,0,0,2,0,0,0,0,0,0
train676,1,5.6066,131.6887,195.5898,18.51,449.589,449.2643,3,1,10,1,3,0,5,33,66,0,0,4,3,1,1,0,1,1,3,0,0,0.3571,19.0972,11.9179,8.774,6.5077,4.5858,11.9179,8.774,6.5077,4.5858,-2.76,23.3999,11.9145,7.1102,5.3168,55.6131,0,11.6344,29.8865,78.8628,0,0,0,14.4682,0,0,8.7808,0,9.7998,0,18.7595,51.1301,101.6241,0,0,5.6874,10.2167,4.8999,8.7808,0,0,42.4646,66.9115,50.8738,0,11.6344,0,0,0,0,28,2,0,0,0,0,0,1,2,0,0,33,12,0,0,15,9,0,10,3,3,1,1,0,0,2,6,1,0,17,7,0,0,0,0,4,0,0,0,0,0,0
train677,1,2.7288,98.7636,163.2431,74.6,394.458,394.1956,4,2,2,2,4,0,6,28,56,9,9,4,0,3,4,0,0,0,0,3,4,0.7273,16.4914,10.1023,9.7628,8.4711,7.3551,10.1023,9.7628,8.4711,7.3551,-1.4,19.8966,6.0507,2.2178,0,46.3308,9.5891,34.5016,40.0337,23.8012,0,0,0,8.7808,0,0,28.583,0,0,34.5016,57.9781,6.6069,23.8012,0,0,11.5665,10.2131,9.5891,8.7808,0,0,19.9235,61.1621,17.2508,6.104,12.7786,17.2352,0,0,0,22,2,0,0,0,0,0,0,0,4,0,28,9,2,0,18,2,0,2,8,4,2,2,0,0,9,1,1,0,6,8,3,0,0,1,3,0,0,0,0,6,3
train678,1,1.7251,82.5578,130.5685,41.93,301.386,301.1678,4,1,1,1,4,0,4,22,45,5,5,5,1,2,4,0,1,2,1,1,2,0.6667,13.2106,8.4186,7.4632,6.7682,5.8605,8.4186,7.4632,6.7682,5.8605,-1.26,13.2039,4.1768,1.3241,9.4737,48.9584,11.8358,5.9179,30.3894,12.1327,0,0,0,0,11.499,0,14.5803,0,4.8999,5.9179,49.3481,20.7022,23.2596,0,11.499,0,19.4802,0,0,0,0,6.0664,56.8234,17.0203,13.2138,6.104,11.499,0,0,0,18,0,0,0,0,0,0,0,1,2,1,22,4,0,0,19,3,0,1,7,4,1,1,0,0,3,1,0,0,8,9,1,0,0,1,4,0,0,0,0,7,6
train679,1,0.0314,28.7027,52.1796,55.4,129.115,129.0426,4,1,0,1,3,2,4,9,16,0,0,1,0,1,1,0,1,1,0,0,0,0.6,5.2247,2.5665,2.354,1.1103,0.5468,2.5665,2.354,1.1103,0.5468,-1.06,6.0659,1.4624,0.8715,5.3168,17.6015,9.5314,0,13.8475,0,0,0,0,4.7945,0,0,14.3259,0,5.3168,0,19.4485,0,0,0,0,12.0004,4.7369,10.1113,4.7945,0,0,0,13.8475,0,0,0,5.6011,0,5.9072,6.0932,5,0,0,0,0,0,0,0,1,2,1,9,2,2,0,5,0,0,0,7,4,1,1,0,0,4,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0
train680,1,2.1792,53.295,75.0159,3.24,163.264,163.1361,1,0,3,0,1,0,1,12,29,1,1,1,1,0,0,0,0,0,1,0,0,0.4545,8.1184,4.4025,3.5024,2.2555,1.1378,4.4025,3.5024,2.2555,1.1378,-0.82,9.2694,4.2666,2.6657,0,25.0371,6.4208,0,12.4872,30.3318,0,0,0,0,0,0,0,0,4.8999,0,19.3864,14.0953,35.8953,0,0,0,4.8999,0,0,0,0,30.3318,33.0034,6.0418,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,12,6,0,0,3,3,0,3,1,1,0,0,0,0,3,1,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0
train681,1,-0.9353,32.8777,58.185,49.41,140.142,140.0586,4,1,0,1,2,2,4,10,18,1,1,2,0,2,2,0,2,2,0,0,0,0.6667,5.4624,3.3603,2.6436,1.9698,1.4681,3.3603,2.6436,1.9698,1.4681,-1.06,5.7043,1.7133,0.6159,5.3168,29.4248,9.5891,0,12.8416,0,0,0,0,0,0,0,9.5891,0,10.2167,0,19.0074,6.5448,0,0,0,11.8144,10.2167,9.5891,0,0,0,0,6.4208,6.4208,0,12.7105,0,11.8144,0,0,6,0,0,0,0,0,0,0,2,2,0,10,0,2,0,9,0,0,0,6,4,1,1,0,0,2,0,0,0,4,4,0,0,0,2,0,0,0,0,0,2,1
train682,1,3.354,77.3754,121.6847,70.78,287.4,287.2097,5,2,10,1,4,1,5,20,49,2,2,1,0,1,1,0,1,1,0,0,0,0.9333,12.8588,7.7954,5.686,3.6365,2.4814,7.7954,5.686,3.6365,2.4814,-0.81,17.2421,9.1857,7.1009,5.7337,31.1981,14.2106,0,65.214,0,0,0,0,4.7945,0,0,19.0051,0,0,5.7337,77.1051,13.2138,0,0,0,6.0932,19.9443,0,4.7945,0,0,45.4487,13.3446,6.4208,6.6069,12.7108,5.7871,0,0,6.0932,15,0,0,0,0,0,0,1,0,2,2,20,14,1,0,5,0,0,10,9,5,2,1,0,0,4,10,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0
train683,1,1.4799,82.4592,128.5003,78.43,298.342,298.1317,5,3,4,3,3,2,5,22,40,0,0,2,2,0,0,0,0,0,2,0,0,0.1765,12.2443,6.9103,4.9985,3.297,2.2328,6.9103,4.9985,3.297,2.2328,-2.66,15.7236,6.8659,3.707,10.8516,16.9209,15.1901,0,24.4715,60.6637,0,0,0,0,0,0,14.6956,0,10.8516,0,18.9456,0,71.7906,0,0,11.8144,5.1065,20.4407,0,0,0,60.6637,11.1269,6.9237,6.4208,5.6011,0,11.8144,0,0,17,0,0,0,0,0,0,2,0,3,0,22,9,2,0,6,6,0,4,8,5,3,3,0,0,4,3,2,1,10,2,0,0,0,0,2,0,0,0,0,0,0
train684,1,3.3876,116.4186,184.2707,62.16,425.569,425.2566,5,2,4,2,5,0,5,31,66,6,6,8,1,5,7,0,1,2,1,4,5,0.7692,18.9862,12.3031,12.051,10.5126,9.2308,12.3031,12.051,10.5126,9.2308,-1.3,19.1948,5.6015,2.0176,4.7369,58.6602,16.5727,17.2508,63.4993,12.1327,0,0,0,0,11.499,0,19.6868,0,4.8999,17.2508,87.5561,20.1993,23.2596,0,11.499,0,19.6868,4.8999,0,0,0,6.0664,82.8857,42.0077,5.6011,11.705,11.499,0,0,0,26,0,0,0,0,0,0,0,1,3,1,31,9,0,0,25,3,0,4,9,5,2,2,0,0,5,2,0,1,11,9,3,1,0,1,6,0,0,0,0,12,13
train685,1,2.83972,83.5285,128.1457,56.49,295.342,295.1321,5,0,4,0,5,0,5,22,39,0,0,3,3,0,0,2,0,0,1,0,0,0.2353,12.8293,7.1764,5.0299,3.7606,2.5774,7.1764,5.0299,3.7606,2.5774,-2.69,14.2558,5.5965,2.2429,4.7369,27.2617,6.4208,6.9237,34.233,36.5287,0,5.7777,0,0,5.88,0,9.5314,0,14.3687,0,20.2683,7.1098,59.0434,0,5.88,11.5609,4.7369,9.1952,4.984,4.984,0,37.2556,13.3446,23.0177,7.1098,5.6939,0,17.4409,0,0,17,0,0,0,0,0,0,0,3,2,0,22,7,1,0,8,8,0,4,7,5,0,0,0,0,4,2,1,0,8,7,0,0,0,1,2,0,0,0,0,2,1
train686,1,3.1505,68.9187,101.4865,12.03,221.303,221.1204,1,1,0,1,1,0,1,17,32,2,2,4,2,0,2,0,0,2,2,0,0,0.25,9.9033,6.2439,5.2704,4.3179,3.55,6.2439,5.2704,4.3179,3.55,-1.6,9.4321,2.9914,1.0742,5.3168,0,11.9597,0,35.2194,48.5309,0,0,0,0,0,0,0,0,5.3168,0,24.9253,0,70.7847,0,0,0,0,5.3168,0,0,0,48.5309,35.5984,6.0418,5.5389,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,17,1,0,0,13,6,0,0,1,1,1,1,0,0,1,0,0,0,10,5,1,0,0,1,3,0,0,0,0,7,4
train687,1,4.3263,117.0348,184.8526,80.67,428.569,428.2563,5,1,4,1,5,0,5,31,67,7,7,4,0,3,4,0,0,0,0,3,4,0.7308,19.2785,11.9403,10.7112,9.1633,7.7931,11.9403,10.7112,9.1633,7.7931,-1.75,22.4442,7.6838,3.1791,0,34.3473,19.1205,28.5837,79.0615,23.8012,0,0,0,0,0,0,24.227,0,0,28.5837,90.7665,0,23.8012,0,0,17.5358,9.8434,14.3836,0,0,0,32.4203,75.8573,23.1687,6.104,0,17.1675,0,0,5.9693,26,0,0,0,0,0,0,0,0,5,0,31,10,3,0,19,2,0,4,10,5,1,1,0,0,8,3,2,0,9,6,3,0,0,0,4,0,0,0,0,6,3
train688,1,4.3611,110.1305,167.0046,38.77,379.5,379.2147,4,0,6,0,4,0,4,28,57,1,1,4,2,1,2,0,1,1,2,0,1,0.4583,16.8179,10.23,8.0705,6.286,4.712,10.23,8.0705,6.286,4.712,-2.33,19.0068,8.3564,3.9252,9.4737,37.9923,12.9656,11.8358,40.7474,42.4646,0,0,0,0,11.499,0,14.2683,0,4.8999,11.8358,32.228,27.3091,59.1549,0,11.499,5.7832,9.4737,9.6944,0,0,0,30.3318,67.9503,18.0261,14.2196,0,17.2823,0,0,0,24,0,0,0,0,0,0,0,1,3,0,28,8,1,0,16,6,0,6,7,4,0,0,0,0,3,4,0,0,12,9,0,0,0,1,3,0,0,0,0,2,1
train689,1,2.9729,87.0903,136.458,69.56,315.413,315.1834,4,3,4,3,3,1,4,23,48,0,0,5,1,4,4,0,0,0,1,4,4,0.6316,13.4236,8.8314,8.0269,6.259,5.6211,8.8314,8.0269,6.259,5.6211,-1.71,14.8554,5.4295,2.6838,5.3168,22.665,11.2154,23.1687,44.0884,18.1991,0,0,0,0,11.499,0,15.0076,0,5.3168,23.1687,44.9458,6.5448,23.7626,0,11.499,5.9072,15.5298,4.7945,0,0,0,6.0664,80.3957,11.9597,0,0,11.499,5.9072,0,0,19,0,0,0,0,0,0,1,0,3,0,23,7,1,0,15,3,0,4,7,4,3,3,0,0,3,3,1,0,9,6,1,0,0,0,5,0,0,0,0,10,12
train690,1,3.1733,111.284,167.6509,32.78,378.516,378.2307,4,0,6,0,3,1,4,28,58,1,1,4,2,2,2,0,2,2,2,0,0,0.4583,16.7186,10.4699,7.8235,6.4152,4.9407,10.4699,7.8235,6.4152,4.9407,-2.17,19.1597,8.458,3.3566,0,61.6445,14.9464,5.9179,24.4715,60.6637,0,0,0,0,0,0,9.5314,0,9.7998,5.9179,18.7595,45.9375,71.7906,0,0,5.9072,9.6368,9.6944,0,0,0,60.6637,31.0162,32.0969,13.2138,5.415,0,5.9072,0,0,24,0,0,0,0,0,0,0,2,1,1,28,7,1,0,17,6,0,6,6,4,0,0,0,0,2,3,0,0,16,6,1,0,0,1,3,0,0,0,0,0,0
train691,1,1.4777,90.7706,142.7335,62.16,333.428,333.194,5,2,2,2,5,0,5,24,51,4,4,4,1,2,3,0,1,1,1,1,2,0.6842,14.7102,8.8165,7.6887,6.7698,5.6377,8.8165,7.6887,6.7698,5.6377,-1.3,16.1837,5.3472,1.8611,9.4737,60.6718,11.8358,0,36.8102,12.1327,0,0,0,0,11.499,0,19.6868,0,4.8999,0,55.266,27.812,23.2596,0,11.499,0,24.5867,0,0,0,0,6.0664,57.3264,17.0203,25.9246,0,11.499,0,0,0,19,0,0,0,0,0,0,0,1,4,0,24,7,0,0,17,3,0,2,9,5,2,2,0,0,5,2,0,0,8,7,2,0,0,0,4,0,0,0,0,5,3
train692,1,4.6309,90.1797,128.9337,21.26,297.423,297.1187,2,1,6,1,3,0,3,21,40,1,1,3,3,0,0,1,0,0,2,0,0,0.2222,12.8981,8.0865,5.9707,4.5003,3.25,7.2068,4.9914,3.5359,2.4609,-1.84,14.1122,6.7435,3.2567,10.0537,13.5924,0,0,17.4019,59.9774,0,10.7724,0,0,5.7495,11.3368,4.7369,0,5.3168,0,12.5248,13.5924,64.8545,0,5.7495,22.1092,10.0537,0,0,0,11.3368,42.4646,36.4914,16.6842,0,11.8535,0,0,0,0,18,0,0,0,0,1,0,1,0,1,0,21,7,0,0,8,8,0,6,3,2,1,1,0,0,1,4,1,0,11,4,0,0,0,1,2,0,0,0,0,2,1
train693,1,7.4322,133.5265,211.6498,23.55,514.588,514.1702,3,0,6,0,4,0,8,36,62,0,0,5,3,1,2,0,1,2,3,0,0,0.3214,20.4172,12.8888,10.3261,8.0265,6.0437,12.0723,9.2423,6.8962,4.9676,-2.84,24.8368,10.2627,5.2956,4.8999,36.8622,6.1763,11.7351,35.1839,76.521,0,0,0,28.9364,0,11.7619,22.3562,0,4.8999,5.9179,35.2297,31.0789,83.6742,0,0,28.9199,9.7998,4.7945,4.3904,13.1712,0,23.8946,93.494,27.8171,16.9382,5.8172,5.7832,0,0,6.1763,28,4,0,0,0,1,0,0,2,1,0,36,11,1,0,19,9,0,6,4,3,0,0,0,0,5,3,1,1,16,10,0,0,0,0,5,0,0,0,0,4,2
train694,1,0.5376,41.7741,65.4521,72.19,156.185,156.0899,4,3,2,2,2,3,4,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0.4286,6.6783,3.3736,1.9858,1.2577,0.688,3.3736,1.9858,1.2577,0.688,-1.32,9.68,4.4885,3.3957,11.0505,11.9383,4.7945,0,20.2683,11.6491,0,0,0,4.7945,0,0,9.5891,0,5.3168,5.7337,20.2683,0,11.6491,0,0,11.9383,5.7337,10.1113,4.7945,0,0,12.9998,13.3446,5.5731,0,0,0,0,5.9072,6.0311,7,0,0,0,0,0,0,2,0,2,0,11,7,3,0,0,0,0,2,6,4,3,2,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train695,1,1.7992,51.654,76.6722,32.67,174.203,174.0793,3,0,1,0,2,1,3,13,23,0,0,2,1,0,1,0,0,1,1,0,0,0.2,7.3965,4.1927,3.0531,1.9148,1.3265,4.1927,3.0531,1.9148,1.3265,-1.64,7.9811,3.0117,1.4482,5.0089,11.6189,4.7945,0,13.3446,35.4332,0,0,0,5.6874,0,0,4.7945,0,0,5.1014,13.3446,5.0089,30.3318,0,0,17.3063,0,4.7945,5.0089,5.1014,0,18.1991,19.0565,5.7117,12.1082,0,0,0,5.9072,0,10,0,0,0,0,0,0,0,2,1,0,13,2,1,0,7,4,0,1,4,3,0,0,0,0,2,0,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0
train696,1,2.80082,57.219,84.2221,17.82,186.258,186.1157,2,0,2,0,2,0,2,14,28,1,1,2,2,0,0,1,0,0,1,0,0,0.25,8.5132,4.8319,3.4684,2.5615,1.6891,4.8319,3.4684,2.5615,1.6891,-1.57,9.0035,3.6607,1.554,0,9.5511,0,6.9237,24.3534,42.7255,0,0,0,0,0,0,0,0,9.5511,0,19.8893,0,54.1134,0,0,0,4.5671,0,4.984,0,0,30.3318,19.4109,12.3937,6.0418,5.8244,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,14,4,0,0,6,5,0,2,2,2,0,0,0,0,2,0,1,0,8,3,0,0,0,1,1,0,0,0,0,0,0
train697,1,4.6489,95.4707,136.9606,15.27,312.844,312.1393,2,1,3,1,2,0,3,22,43,0,0,3,2,0,1,0,0,1,2,0,0,0.2632,13.8212,7.997,6.3468,4.2085,3.0294,7.6191,5.9104,3.9734,2.8573,-1.77,15.1382,6.5525,3.1837,5.3168,25.54,6.5448,0,23.1112,48.5406,5.0226,5.5731,0,5.6874,0,11.6009,0,0,4.8999,0,12.9656,25.9569,70.2536,0,0,22.8614,10.2167,0,0,0,0,48.0088,49.3489,29.363,0,0,0,0,0,0,19,0,1,0,0,0,0,1,1,0,0,22,6,1,0,11,6,0,3,2,2,1,1,0,0,3,3,1,0,9,6,0,0,0,0,2,1,0,0,0,4,2
train698,1,4.8892,109.8907,162.7348,35.41,375.447,375.1747,4,1,4,1,3,0,5,28,50,0,0,5,4,1,1,2,1,1,2,0,0,0.2174,15.567,9.6352,7.2834,5.4668,3.9443,9.6352,7.2834,5.4668,3.9443,-3.05,17.0759,7.1681,3.2926,4.8999,36.0629,6.5448,5.8172,5.6939,71.344,0,22.2266,0,10.0778,0,0,8.8076,0,9.8839,0,6.5448,31.0789,78.438,0,11.2574,16.6566,14.301,4.8999,4.3904,0,0,12.1327,54.0944,49.4979,11.9505,5.8172,5.583,0,0,0,23,1,0,0,0,0,0,0,3,0,1,28,5,0,0,17,10,0,4,5,4,1,1,0,0,1,1,0,0,17,9,0,0,0,2,3,0,0,0,0,2,1
train699,1,0.8674,62.5147,95.1462,33.73,220.272,220.1212,4,1,1,1,4,0,4,16,32,0,0,3,1,1,2,0,1,2,1,0,0,0.5,9.2384,5.7928,4.0384,3.0031,2.2131,5.7928,4.0384,3.0031,2.2131,-1.42,9.7811,4.2152,1.6915,19.6904,39.3928,0,0,0,18.1991,0,0,0,5.6874,11.499,0,9.4737,0,5.3168,0,0,44.2927,18.1991,0,11.499,5.6874,19.6904,0,0,0,0,6.0664,12.1327,26.179,5.6874,13.2138,11.499,0,0,0,12,0,0,0,0,0,0,0,2,0,2,16,1,0,0,14,3,0,1,6,4,1,1,0,0,0,0,0,0,12,4,0,0,0,0,3,0,0,0,0,2,1
train700,1,2.6417,84.5835,127.0649,58.56,293.407,293.1991,4,2,9,2,3,1,4,21,48,0,0,1,1,0,0,0,0,0,1,0,0,0.5882,13.3158,7.6361,5.3233,4.2216,2.559,7.6361,5.3233,4.2216,2.559,-1.55,17.5014,8.6738,4.7413,10.0537,31.2751,10.2095,0,45.0942,24.2655,0,0,0,0,5.7495,0,14.6379,0,5.3168,0,44.9458,20.2614,29.8289,0,5.7495,5.9072,15.1602,4.7945,0,0,0,25.9802,36.9587,24.9875,7.1098,5.7495,0,5.9072,0,0,17,0,0,0,0,0,0,1,0,3,0,21,14,1,0,3,3,0,9,7,4,2,2,0,0,5,8,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0
train701,1,2.2829,119.2468,183.3787,72.86,432.517,432.226,8,1,10,1,8,0,8,31,63,1,1,3,2,1,1,0,1,1,2,0,0,0.4783,18.667,10.3038,7.2854,5.3477,3.7459,10.3038,7.2854,5.3477,3.7459,-2.84,22.8365,10.9712,5.6507,28.5842,83.8803,0,0,0,36.3982,0,0,0,5.6874,28.7476,0,28.7908,0,4.8999,0,6.104,72.6698,36.3982,0,28.7476,5.6874,33.6908,4.8999,0,0,0,12.1327,12.1327,44.8565,34.1266,24.2099,11.499,5.7495,0,0,23,0,0,0,0,0,0,0,2,6,0,31,15,0,0,12,6,0,10,14,8,1,1,0,0,5,7,1,0,10,8,0,0,0,0,3,0,0,0,0,0,0
train702,1,2.8075,62.029,96.0151,29.54,219.284,219.1259,3,0,4,0,2,1,3,16,33,0,0,2,1,1,1,0,0,0,1,1,1,0.4615,9.5562,5.7828,4.0436,2.6857,1.7154,5.7828,4.0436,2.6857,1.7154,-1.51,10.9898,5.0125,2.7493,0,23.6419,11.2816,0,25.3288,30.3318,0,0,0,4.7945,0,0,9.5314,0,4.8999,0,32.352,6.6069,35.8953,0,0,6.0932,9.6368,0,4.7945,0,0,30.3318,25.3288,12.5866,6.6069,0,0,0,0,6.0932,13,0,0,0,0,0,0,1,0,2,0,16,7,1,0,6,3,0,4,5,3,0,0,0,0,2,3,2,0,7,2,0,1,0,0,1,0,0,0,0,0,0
